index,rms,spec_cent,spec_bw,rolloff,zcr,mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,instrument,note_played
0,0.011186505,430.1234090989431,567.243818241975,635.2294921875,0.01025390625,-572.9779,219.90262,81.92267,-6.357582,-13.944237,2.8692214,1.2448637,-8.398415,-8.854819,-6.0639586,-7.372008,-7.2939167,-3.0120854,26,BTb-ord-A#1-ff-N-T30d
1,0.023262247,457.08224644763015,449.7683525804084,667.529296875,0.01708984375,-486.7249,271.14218,47.260696,-22.402592,1.2954023,-1.3474783,-12.664511,-11.51531,-13.901545,-12.120525,-6.637841,-9.070749,-8.49598,26,BTb-ord-A#1-ff-N-T30d
2,0.029492369,514.9515633599858,527.4552638089999,764.4287109375,0.0244140625,-420.70505,279.34192,-0.017386675,-7.4923973,12.255499,-16.062988,-5.7695765,-13.541047,-23.530632,-5.794745,-8.581863,-14.280064,-6.697445,26,BTb-ord-A#1-ff-N-T30d
3,0.03414285,614.2635251184605,641.2296290192738,990.52734375,0.0302734375,-367.08975,266.46307,-25.568218,8.064082,1.2345881,-11.011472,-10.161655,-14.920792,-22.347952,-6.351348,-5.326932,-17.003838,-3.5954514,26,BTb-ord-A#1-ff-N-T30d
4,0.04000446,641.0850961349691,667.2527271966642,1044.3603515625,0.03125,-352.71515,264.6811,-29.951199,10.791607,-2.659959,-9.630735,-12.019667,-14.474976,-21.567078,-6.3310432,-4.636791,-17.418295,-2.6878915,26,BTb-ord-A#1-ff-N-T30d
5,0.03891907,601.2884716094773,614.2172259116594,947.4609375,0.03125,-367.2894,273.63544,-25.97054,7.7694693,2.9962282,-14.242611,-6.3883905,-16.68243,-19.596897,-5.861616,-6.329402,-15.866491,-5.110892,26,BTb-ord-A#1-ff-N-T30d
6,0.038575664,616.4585791610482,631.4354414470254,1001.2939453125,0.03173828125,-362.1028,271.10925,-28.766003,9.057911,1.2791038,-11.488232,-7.183412,-18.63397,-20.124348,-6.5527425,-6.2512827,-17.366253,-4.5133634,26,BTb-ord-A#1-ff-N-T30d
7,0.04187855,629.9903485497745,663.4129028320326,1055.126953125,0.03125,-357.95334,266.71423,-30.200201,10.730627,-0.19580084,-10.165068,-6.8702555,-15.061533,-24.486439,-9.101786,-4.535652,-16.967522,-3.5074763,26,BTb-ord-A#1-ff-N-T30d
8,0.039537206,681.5548013955859,731.0264719558754,1130.4931640625,0.033203125,-339.75732,257.44916,-35.38664,14.991436,-5.8418818,-9.271996,-13.310587,-7.924919,-24.072313,-10.388154,-3.844502,-17.5559,-2.914444,26,BTb-ord-A#1-ff-N-T30d
9,0.04000333,665.2788729917901,715.7982671574078,1065.8935546875,0.03662109375,-340.3502,260.12885,-37.12947,16.395508,-3.8728144,-12.129526,-14.06858,-9.305706,-20.264404,-11.054895,-5.786016,-17.636942,-2.8229606,26,BTb-ord-A#1-ff-N-T30d
