index,rms,spec_cent,spec_bw,rolloff,zcr,mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,instrument,note_played
0,0.0064493697,709.1978034371433,1175.3903146897528,742.8955078125,0.01806640625,-635.18805,156.51813,46.167603,12.077642,-19.91505,-22.311153,-20.029158,-20.66896,-9.844585,-6.4358335,-20.462881,-18.081339,-3.5828602,28,F#4
1,0.009228111,568.1516028374801,839.7177007246584,699.8291015625,0.0263671875,-628.0457,166.1725,40.74523,4.5201883,-23.391407,-31.633453,-20.478592,-20.200018,-12.68116,-11.496397,-20.803226,-12.826075,-4.9390984,28,F#4
2,0.011080891,527.5770414156816,745.877232903865,570.6298828125,0.03515625,-662.09937,143.9992,43.18739,1.7947927,-29.511562,-36.957443,-22.764565,-20.652603,-16.052174,-16.271124,-20.362732,-9.946099,-5.6738443,28,F#4
3,0.012360513,509.82314612867003,752.705437352269,387.59765625,0.03369140625,-698.8188,114.01915,40.863045,3.5067532,-27.65179,-36.220306,-25.302523,-22.574488,-17.78291,-16.241917,-19.161623,-14.086445,-12.387456,28,F#4
4,0.012590091,511.5558960482925,765.4633247219293,387.59765625,0.03369140625,-712.2724,100.66148,36.878006,6.929256,-18.369858,-26.091358,-18.38221,-19.563011,-16.062714,-14.03948,-19.79255,-14.726636,-10.70199,28,F#4
5,0.012546084,518.6496509494762,763.8581389803812,409.130859375,0.03369140625,-708.0313,103.70564,38.011494,8.838348,-16.913046,-25.339516,-19.49533,-20.009312,-13.996509,-12.977925,-18.978415,-11.905149,-7.245506,28,F#4
6,0.012835243,515.2583573042386,725.4534527993494,559.86328125,0.03369140625,-701.3763,108.045746,36.531616,7.782709,-16.713205,-25.426899,-19.31215,-16.2673,-9.860746,-13.401911,-19.31296,-11.946547,-6.4018774,28,F#4
7,0.013157966,511.65026379213737,717.7875454641577,506.0302734375,0.03369140625,-698.4046,111.03769,36.312683,5.0562735,-19.662086,-28.198753,-21.237759,-16.241856,-8.730751,-12.449872,-19.77058,-13.262495,-6.12391,28,F#4
8,0.013445091,512.0736248405395,716.7044612808786,549.0966796875,0.03369140625,-702.1203,108.73201,35.512154,4.9272037,-17.256447,-28.959133,-24.722187,-19.144619,-12.46779,-15.09648,-20.840988,-12.814891,-3.6477215,28,F#4
9,0.013654122,517.8234770425654,710.6329462773789,732.12890625,0.03369140625,-700.16425,109.85409,33.73355,3.882664,-18.217747,-34.093346,-29.003986,-20.538237,-14.583811,-14.719581,-16.998646,-8.641483,-1.2715125,28,F#4
