index,rms,spec_cent,spec_bw,rolloff,zcr,mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,instrument,note_played
0,0.002577034,1506.1973577255258,1544.7305495037717,2228.6865234375,0.03564453125,-559.14966,142.40582,-61.099895,-17.28727,-23.151943,7.03713,-17.776049,-16.93574,-13.389349,-5.219864,-20.671345,-5.251373,-16.838205,45,F#3
1,0.0032706524,1408.2794746693883,1268.3865742479318,2131.787109375,0.0498046875,-485.07663,144.34763,-87.372604,-24.016148,-35.850876,0.82480496,-19.2011,-5.647086,-15.832819,-13.386862,-18.338829,-3.6116667,-17.87593,45,F#3
2,0.003725294,1451.263647026246,1272.2558600564423,2207.1533203125,0.06396484375,-474.94382,129.67297,-102.44167,-28.484997,-42.99811,-4.338503,-22.753542,-7.6621904,-15.829891,-9.689616,-17.187008,-1.9919659,-14.906537,45,F#3
3,0.004127085,1286.6291310508982,1153.930003466468,1830.322265625,0.060546875,-504.4142,143.55862,-96.755035,-38.440033,-46.09204,-1.9334161,-20.32104,-14.170591,-17.724972,-6.9596434,-15.64038,-3.6573763,-17.078249,45,F#3
4,0.0042454605,1199.2061652167863,1135.954276142558,1658.056640625,0.0634765625,-546.84686,140.3682,-82.37149,-37.780975,-39.21682,-1.3272307,-25.556059,-16.31586,-18.033716,-9.858614,-8.34715,-8.711317,-14.6222105,45,F#3
5,0.004665087,1303.6580801818095,1210.2915970582956,1873.388671875,0.0673828125,-545.4682,119.136925,-91.23224,-19.734325,-30.115211,-4.3022,-23.455383,-8.88194,-9.400371,-13.880597,-13.187635,-8.605936,-12.150818,45,F#3
6,0.005110839,1356.439924831324,1235.7912280451721,2045.654296875,0.0712890625,-535.1096,104.737305,-93.43938,-11.735745,-25.433292,-4.265197,-24.510578,-4.86098,-11.750103,-12.137207,-16.708035,-9.332299,-11.993435,45,F#3
7,0.005518631,1355.4385343059778,1267.3070644588709,2034.8876953125,0.07177734375,-525.07336,103.08203,-86.92445,-15.522615,-20.188585,1.0502443,-26.307402,-1.1938331,-15.225496,-9.559613,-13.443111,-8.461446,-9.978241,45,F#3
8,0.005629091,1275.5817510398995,1233.8538658548819,1862.6220703125,0.06982421875,-540.1436,109.29208,-82.41649,-17.4607,-20.238592,2.7639678,-24.282131,-3.6962993,-14.972481,-11.156137,-11.816286,-8.944207,-12.305042,45,F#3
9,0.0055919983,1242.574115359345,1113.571243721834,1862.6220703125,0.0703125,-548.88794,117.89546,-93.394226,-14.9375725,-17.406467,0.8582649,-20.246634,-7.7185116,-16.595459,-6.9147034,-15.260063,-12.455651,-7.4764223,45,F#3
10,0.005590529,1283.3712044690976,1089.3464470908468,1862.6220703125,0.07568359375,-547.45215,117.00441,-103.57823,-12.9280205,-13.803882,1.3624928,-22.106144,-8.688358,-17.564144,-6.9662104,-13.8672,-12.590742,-5.557555,45,F#3
