index,rms,spec_cent,spec_bw,rolloff,zcr,mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,instrument,note_played
0,4.416428e-05,2800.7850570136734,3312.233008356873,7288.9892578125,0.09814453125,-903.56134,50.28435,27.289158,16.930395,8.61299,21.783398,8.989954,9.16742,11.673542,13.80796,12.460907,7.9492283,6.373535,52,Acc-ord-G#7-pp-N-T11d
1,6.148615e-05,3015.090171942164,3322.9234053498567,7536.62109375,0.1103515625,-864.1474,49.32672,23.113018,18.129665,8.010354,18.666174,8.955697,11.228319,12.7826805,16.297081,10.405808,13.327528,7.0496807,52,Acc-ord-G#7-pp-N-T11d
2,7.126758e-05,3074.8158781857032,3206.9058455574022,7342.822265625,0.15185546875,-834.32263,51.809914,11.229946,18.050472,4.283152,8.244106,5.589659,5.331307,11.846194,20.909603,8.81781,13.466933,12.183401,52,Acc-ord-G#7-pp-N-T11d
3,6.570348e-05,3060.632697847081,3185.0275530438644,7278.22265625,0.1474609375,-825.2105,52.434555,13.304716,25.302565,6.9940066,4.7707424,6.860355,1.667203,8.072539,20.512592,7.568392,11.58035,15.020586,52,Acc-ord-G#7-pp-N-T11d
4,9.4031e-05,3251.4928224174782,3258.0933034638797,7590.4541015625,0.17138671875,-846.34344,49.075394,26.997261,31.711647,8.314896,6.312754,9.8585415,6.0718913,3.6255803,17.414104,4.867309,7.681697,13.163843,52,Acc-ord-G#7-pp-N-T11d
5,0.00032859656,3429.9983102761535,2832.6976070155797,6869.091796875,0.23486328125,-849.04565,43.421944,19.693317,32.56242,6.2521877,4.766363,14.730242,12.463034,2.9854608,25.143682,6.188833,-3.6908064,7.880023,52,Acc-ord-G#7-pp-N-T11d
6,0.0008700387,3527.9173676237942,2155.980770012163,5135.6689453125,0.2685546875,-844.0948,34.32271,19.585186,35.110683,9.228084,4.4236865,18.767551,12.615374,-2.9634974,30.280619,7.421212,-10.222855,12.032806,52,Acc-ord-G#7-pp-N-T11d
7,0.0014227892,3731.5426581084066,1901.9099830376542,4252.8076171875,0.29931640625,-839.4869,24.365236,24.08652,28.039696,3.0276425,3.9351463,27.79694,12.464929,-6.7824125,29.590479,6.1307373,-15.535748,20.46003,52,Acc-ord-G#7-pp-N-T11d
8,0.0018869903,3776.485659724948,1876.8723233020255,3832.91015625,0.30029296875,-835.5098,20.792091,24.520996,28.616522,3.1194968,0.9627531,26.804192,9.732231,-6.722031,27.382824,5.934947,-19.115757,28.104074,52,Acc-ord-G#7-pp-N-T11d
9,0.0022564842,3772.001374166231,1879.7152327206418,3369.9462890625,0.30029296875,-834.1224,21.825302,27.259443,36.752556,12.387819,0.14403176,21.370052,6.3818607,-10.486408,23.974007,13.057496,-17.638544,31.351648,52,Acc-ord-G#7-pp-N-T11d
