index,rms,spec_cent,spec_bw,rolloff,zcr,mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,instrument,note_played
0,0.00048766113,610.7061479056663,1387.3565403326697,624.462890625,0.0078125,-762.8484,186.918,72.278625,14.395984,6.4935656,15.163032,5.119977,-7.9632635,-12.187026,-2.68244,-1.3549109,-0.6454354,-5.2227936,2,BTb-ord-A1-pp-N-T23d
1,0.0007718831,647.8590454734776,1605.7600967511905,506.0302734375,0.01318359375,-765.812,158.79953,83.39056,33.959915,13.8472595,16.875992,8.567208,-1.9000729,-10.973482,-2.5028143,-3.5416446,-0.41075778,-7.5718145,2,BTb-ord-A1-pp-N-T23d
2,0.0012521587,550.3529649274224,1498.1819950482372,387.59765625,0.01953125,-781.6824,146.2236,96.80946,53.99887,28.389154,19.243736,6.7732067,0.9951645,-9.317558,-1.4941831,-7.2735586,-5.0495977,-11.266289,2,BTb-ord-A1-pp-N-T23d
3,0.0014605463,483.9728212440814,1283.8312030957102,419.8974609375,0.025390625,-766.1671,167.95605,110.13841,53.865936,20.121265,9.284922,-4.9989047,-6.1492167,-11.365633,-1.817395,-3.0985456,-2.7982178,-8.900791,2,BTb-ord-A1-pp-N-T23d
4,0.0016983049,432.7008239207555,1118.7862474259314,430.6640625,0.0263671875,-761.7983,176.1777,117.416794,62.537468,18.51094,-0.29577446,-10.309495,-8.213996,-13.083327,-1.4231381,0.12028813,1.6133543,-8.410672,2,BTb-ord-A1-pp-N-T23d
5,0.0018872777,428.2890101792548,1098.6838480103893,441.4306640625,0.02587890625,-763.0503,179.12527,118.388824,63.563347,20.974783,-1.7912377,-15.221799,-13.546608,-14.65098,-2.1263752,-0.48358393,2.063167,-7.96741,2,BTb-ord-A1-pp-N-T23d
6,0.0018048901,434.98377388141444,1109.7820263474914,441.4306640625,0.02197265625,-766.7711,176.74936,120.908264,65.58126,19.28897,-1.724163,-13.277014,-16.05609,-13.907661,-2.1624463,-2.8048837,0.67303526,-3.6960416,2,BTb-ord-A1-pp-N-T23d
7,0.0017126987,448.60226225667,1117.7700752188873,441.4306640625,0.01611328125,-768.7105,175.72945,119.866714,68.75299,15.19357,-3.998941,-18.027065,-17.145298,-10.495705,0.38561392,-2.7076886,0.13339579,-4.3948035,2,BTb-ord-A1-pp-N-T23d
8,0.0016015329,469.16136737935835,1188.8376812632673,441.4306640625,0.01513671875,-769.5107,171.49872,116.27695,67.414246,22.147919,-1.0506105,-21.23692,-18.436409,-11.0950985,-0.44810164,0.23737001,2.1212025,-4.0605836,2,BTb-ord-A1-pp-N-T23d
9,0.0014811136,498.2496749070336,1298.3943751064612,441.4306640625,0.015625,-773.26495,163.07684,115.59871,66.83362,25.108772,2.3975675,-16.819908,-14.89938,-9.384909,-4.378068,-2.81734,3.661761,-0.91575813,2,BTb-ord-A1-pp-N-T23d
