index,rms,spec_cent,spec_bw,rolloff,zcr,mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,instrument,note_played
0,0.0055444785,2067.954959116539,1514.449732864778,2960.8154296875,0.06591796875,-591.79517,22.635199,-133.41606,-41.51243,-21.47883,19.204227,21.115036,30.84565,9.98361,-7.7981043,-29.86848,-5.990678,3.6193101,49,TpC-ord-B5-mf-N-T13u
1,0.008580021,2002.3426315711388,1452.4902106818354,2896.2158203125,0.10986328125,-556.93365,2.9593582,-136.69328,-49.130344,-28.395296,14.564739,18.817354,38.103867,17.714859,-6.747283,-36.645653,-7.952269,1.7071024,49,TpC-ord-B5-mf-N-T13u
2,0.011242564,2158.4631826971327,1542.741853934779,2939.2822265625,0.1484375,-577.918,-16.445465,-115.89743,-45.980743,-34.544796,7.929639,10.959911,41.452133,33.642914,-4.1094694,-41.381187,-18.551983,-3.363833,49,TpC-ord-B5-mf-N-T13u
3,0.013270646,2261.2525935579665,1583.4310302398617,3854.443359375,0.1376953125,-597.3935,-28.62951,-97.83385,-31.204134,-31.774784,0.59200203,2.3975453,43.07598,38.968025,-0.0667963,-41.254944,-17.148338,1.5866456,49,TpC-ord-B5-mf-N-T13u
4,0.014265515,2208.866781836173,1573.607346081027,2993.115234375,0.126953125,-611.814,-29.79482,-94.74933,-23.342342,-23.213833,1.7413126,6.8504815,37.599323,30.004297,-4.6625285,-34.33441,-9.676496,5.1727076,49,TpC-ord-B5-mf-N-T13u
5,0.014897357,2077.5198836772934,1471.7631476412212,2960.8154296875,0.10498046875,-611.56995,-23.719408,-101.31471,-26.46988,-24.972765,4.490469,11.628137,38.947227,25.723902,-13.959378,-29.99762,-7.424566,5.284588,49,TpC-ord-B5-mf-N-T13u
6,0.015486099,2024.2104134464266,1444.9162159169014,2971.58203125,0.08935546875,-604.7875,-21.611298,-107.34421,-25.574726,-26.56157,5.4951763,10.036388,39.900448,27.39403,-13.13702,-31.58223,-9.404626,6.777488,49,TpC-ord-B5-mf-N-T13u
7,0.016188413,1975.5415843616488,1477.5030264049726,2971.58203125,0.08935546875,-600.7195,-25.887047,-103.71259,-26.787651,-27.680046,4.3497133,9.903944,38.80912,28.539036,-9.001355,-32.126476,-8.961004,6.2732005,49,TpC-ord-B5-mf-N-T13u
8,0.016742224,1987.0034558745178,1465.352223641809,2971.58203125,0.08984375,-596.6224,-28.19444,-106.553314,-28.061,-29.576147,3.4997587,11.416285,37.624065,29.226294,-6.3447046,-31.673733,-12.025842,3.2378387,49,TpC-ord-B5-mf-N-T13u
9,0.0172006,2004.09468789239,1444.4669869323702,2971.58203125,0.08984375,-594.34015,-26.676065,-105.44461,-26.51075,-30.549467,0.9246081,9.731383,39.569725,30.359543,-6.227934,-31.974201,-11.693031,2.2648628,49,TpC-ord-B5-mf-N-T13u
