index,rms,spec_cent,spec_bw,rolloff,zcr,mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,instrument,note_played
0,0.0017759579,2851.7517845550947,2221.9983796388656,5071.0693359375,0.08642578125,-584.2183,65.00682,-51.13022,5.4945397,-13.812482,-5.171145,-16.186893,-32.678886,-23.190464,6.735713,-8.272213,-32.56753,-1.6894155,64,Va-ord-A6-ff-1c-T11u
1,0.0025687285,3037.057510956536,2316.497744174724,5211.03515625,0.16455078125,-514.17505,59.15042,-47.096504,8.606578,-10.371138,-8.206602,-13.846464,-34.394554,-19.099804,6.8889494,-9.457707,-35.121925,1.8360622,64,Va-ord-A6-ff-1c-T11u
2,0.0033688368,3182.393873795014,2335.86407813182,5297.16796875,0.2421875,-490.49146,55.040558,-45.695175,7.1568403,-15.1568,-11.767974,-9.597388,-27.01894,-13.838367,5.9954634,-5.1920567,-31.690002,4.8838987,64,Va-ord-A6-ff-1c-T11u
3,0.0037688392,3161.7368175587812,2306.4450843869145,5286.4013671875,0.27880859375,-500.73526,58.476326,-38.413757,5.855111,-14.674093,-12.732939,-3.825551,-22.313469,-10.658493,6.454821,-5.2457542,-30.803165,7.543552,64,Va-ord-A6-ff-1c-T11u
4,0.0041792477,3261.021037017495,2339.1029807502855,5415.6005859375,0.31591796875,-502.77777,57.56552,-35.02652,9.364007,-12.850497,-13.366059,-3.5832214,-23.034046,-12.520718,5.2085495,-9.747649,-30.893585,9.122956,64,Va-ord-A6-ff-1c-T11u
5,0.0045686373,3292.06604557815,2299.837542371194,5329.4677734375,0.318359375,-500.98514,56.031708,-36.282875,7.216591,-19.450333,-16.002342,-7.3878965,-25.728073,-16.309929,1.4670433,-6.1220913,-26.195488,8.366329,64,Va-ord-A6-ff-1c-T11u
6,0.0051382403,3324.848161062093,2262.0221293938584,5318.701171875,0.32080078125,-500.13885,54.755905,-40.223736,2.206052,-24.018421,-19.048004,-8.508579,-22.521942,-15.7974415,0.73498785,-4.177108,-29.982037,4.855261,64,Va-ord-A6-ff-1c-T11u
7,0.0060057174,3253.0810241471745,2231.9335415310443,5318.701171875,0.3212890625,-490.50708,52.11133,-44.338146,-0.8376719,-24.809126,-17.754576,-7.376003,-24.798275,-14.700001,0.35885704,-6.158556,-33.42445,2.672609,64,Va-ord-A6-ff-1c-T11u
8,0.0066811484,3357.827255327832,2222.247267633623,5329.4677734375,0.3212890625,-480.6023,50.39045,-38.57595,0.40831143,-23.881533,-14.911209,-4.7869115,-22.573906,-12.710197,0.39503717,-5.8761663,-31.835249,3.8913093,64,Va-ord-A6-ff-1c-T11u
9,0.00705899,3367.751644732933,2205.121768374333,5329.4677734375,0.32080078125,-472.7649,49.078705,-36.940674,-0.88539356,-24.520885,-14.69348,-6.177973,-19.545399,-12.187094,2.8156252,-7.819929,-31.164509,9.315271,64,Va-ord-A6-ff-1c-T11u
10,0.007262634,3361.3508749013,2214.070669562617,5329.4677734375,0.3203125,-476.44867,45.88614,-41.27449,-3.0157824,-21.931301,-14.510801,-8.213978,-22.590963,-15.777298,-0.7788861,-9.965215,-29.473906,10.094669,64,Va-ord-A6-ff-1c-T11u
11,0.0073157763,3295.9973190951396,2226.420374007755,5318.701171875,0.31591796875,-480.11996,46.244034,-39.781746,-3.0518558,-19.922573,-15.422585,-11.3625145,-27.107342,-18.843342,1.3547344,-5.076963,-28.174284,6.50255,64,Va-ord-A6-ff-1c-T11u
12,0.0076699206,3340.7289989409655,2214.171321257162,5318.701171875,0.31298828125,-472.31177,47.037445,-37.19532,-1.8635914,-20.61351,-13.230669,-7.111843,-24.7347,-14.392773,6.593651,-1.6047666,-28.562355,2.729651,64,Va-ord-A6-ff-1c-T11u
13,0.008296032,3309.8434427599623,2178.969646935604,5307.9345703125,0.31396484375,-463.4687,47.883827,-37.218643,-1.6323463,-24.19738,-16.43836,-8.468696,-21.217506,-12.028358,8.648132,-3.4576857,-31.227854,4.170809,64,Va-ord-A6-ff-1c-T11u
14,0.008688948,3415.479636153127,2090.3070953794777,5329.4677734375,0.314453125,-460.38162,46.270874,-38.263435,0.3526266,-26.557201,-16.814552,-7.5817204,-19.369276,-14.242182,8.064531,-1.122716,-29.607454,3.0934758,64,Va-ord-A6-ff-1c-T11u
15,0.008952311,3560.7513881779078,2169.487206852117,5340.234375,0.2939453125,-463.7969,40.794533,-33.969124,-1.2176889,-27.31845,-16.984825,-5.7546625,-18.783073,-14.581502,2.9591,-1.253052,-23.837584,8.585206,64,Va-ord-A6-ff-1c-T11u
