index,rms,spec_cent,spec_bw,rolloff,zcr,mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,instrument,note_played
0,0.0008496933,2639.5316684131835,1991.0360461186503,4726.5380859375,0.115234375,-660.91956,74.731316,-38.916954,26.33001,-12.173122,13.395248,11.105914,-11.438729,-32.839523,-0.5438286,12.795426,-27.517262,-15.375481,72,G#6
1,0.0015198501,3063.977116920334,1979.0184799896792,4898.8037109375,0.18896484375,-578.813,55.67392,-36.598534,28.865005,-20.657263,13.014454,3.5711904,-10.330647,-30.636833,8.308332,15.073935,-32.33973,-19.970207,72,G#6
2,0.0020909677,3286.320088468408,2019.9196058491189,5017.236328125,0.26611328125,-546.6675,42.23103,-31.471115,30.630306,-24.285582,7.095937,-4.593561,-12.205568,-26.772057,11.154419,13.943077,-37.118233,-21.692482,72,G#6
3,0.0026655712,3481.897015744509,2067.7483655379638,5781.6650390625,0.29638671875,-541.29254,35.29373,-33.93486,29.083176,-26.425198,5.217576,-9.757153,-14.956364,-24.950287,10.958864,11.203798,-36.110363,-13.109329,72,G#6
4,0.0032741104,3667.189314475104,2041.811166095071,5964.697265625,0.30615234375,-552.5509,27.865646,-36.156994,29.768349,-25.410654,7.0997353,-8.1719675,-13.383818,-21.42105,15.5376005,11.790827,-35.888607,-7.775817,72,G#6
5,0.0037278554,3643.4072451553798,2064.7050629063538,5921.630859375,0.3115234375,-545.4156,30.146889,-28.67749,31.63183,-23.507572,12.214323,-3.4518158,-11.077064,-17.293991,20.969393,15.781773,-36.42869,-13.485522,72,G#6
6,0.0042519094,3684.939507557784,2110.6212724520738,6018.5302734375,0.3095703125,-530.08276,28.242863,-25.195158,29.043941,-22.989798,10.500219,-2.6405587,-9.85232,-14.21507,21.603542,15.712094,-36.250122,-13.681012,72,G#6
7,0.0048091123,3808.3208324072652,2156.4664618459096,6578.3935546875,0.31005859375,-521.9243,23.804985,-23.71275,30.774666,-22.38387,6.119915,-5.7431564,-8.542429,-12.385015,14.429693,11.072805,-37.095276,-13.46662,72,G#6
8,0.005216849,3792.943023532775,2131.7611736236486,6567.626953125,0.3056640625,-525.08484,23.825222,-22.426397,30.027027,-22.541225,5.1324744,-6.089155,-12.851456,-19.837841,9.517789,11.7925625,-37.501392,-12.699461,72,G#6
9,0.0056121247,3841.0112849100183,2151.3425088174295,6632.2265625,0.30517578125,-522.2911,21.041039,-22.193834,27.76065,-23.955109,5.5605335,-4.8601213,-13.168051,-19.566545,12.389666,13.691168,-36.81357,-11.278019,72,G#6
10,0.0059192744,3876.983807612961,2171.784401479423,6642.9931640625,0.30712890625,-526.76,17.812557,-24.838953,28.13674,-19.72731,9.918812,-2.5797284,-14.968399,-18.267973,14.139431,12.475445,-36.67476,-4.7207394,72,G#6
11,0.0061948495,3803.7616493140204,2142.127598779117,6589.16015625,0.30810546875,-529.47906,16.288261,-29.356503,25.793604,-14.806502,14.511976,-1.0704924,-16.083078,-16.822,15.7592325,9.3274355,-41.590103,-5.2515163,72,G#6
12,0.00658533,3837.938873698836,2137.675453937069,6642.9931640625,0.3095703125,-529.0216,16.65065,-30.163708,25.153183,-15.65763,9.122003,-4.5660596,-16.280968,-16.291025,18.140942,11.619211,-42.322605,-9.803011,72,G#6
13,0.0069566094,3836.1974314329154,2142.589082121805,6632.2265625,0.32080078125,-519.52045,17.494736,-23.93811,27.297523,-20.906757,4.3511186,-6.5572305,-17.712517,-20.274506,12.972405,11.200371,-40.554848,-10.751799,72,G#6
14,0.0073256833,3838.0245220678416,2137.0199978579094,6642.9931640625,0.33935546875,-515.70123,18.148724,-19.775887,28.87365,-19.310194,6.7157526,-4.2939606,-16.793638,-23.044523,11.713118,10.175397,-38.55782,-8.930178,72,G#6
15,0.0075376076,3858.574602271618,2118.177758111883,6653.759765625,0.35498046875,-514.0,15.662484,-25.170074,26.164364,-19.405155,5.4054117,-3.524228,-16.726738,-21.11375,13.25107,11.188345,-36.116604,-6.8531647,72,G#6
16,0.0077385777,3867.647916186852,2119.3264015661257,6653.759765625,0.3583984375,-516.8341,12.07838,-28.08879,20.047619,-22.254635,-0.082897656,-4.7850437,-14.750912,-19.189104,15.360268,11.105495,-36.553867,-4.808734,72,G#6
17,0.0079122605,3845.801993777585,2091.2095708676934,6642.9931640625,0.34521484375,-508.28418,13.284536,-25.956026,21.754354,-23.804615,4.1642537,-7.0720615,-12.717245,-20.308926,17.220238,10.828226,-41.516678,-12.798141,72,G#6
18,0.007894452,3830.884849365676,2042.4023756217616,6621.4599609375,0.32861328125,-504.29077,11.582497,-32.952843,19.867134,-27.65391,5.442855,-7.0005817,-11.884443,-20.165604,17.02798,8.962658,-40.49208,-10.293402,72,G#6
19,0.007774841,3807.78808304254,2040.7806750514396,6610.693359375,0.32470703125,-501.1288,15.988674,-33.289146,23.74271,-26.364521,3.4566383,-6.5131617,-12.076514,-19.572617,15.070443,8.027094,-36.331566,-7.564499,72,G#6
20,0.007419666,3731.833597118316,2077.057157371128,6535.3271484375,0.33984375,-501.34824,22.431684,-31.762207,24.233032,-24.50338,4.06445,-6.8222446,-13.043341,-20.238127,14.189156,9.864487,-38.647987,-12.333799,72,G#6
21,0.007034839,3796.8811730308034,2132.9690067108527,6664.5263671875,0.36083984375,-507.19418,17.619173,-33.272587,22.708279,-16.740639,10.084414,-9.10824,-17.598362,-21.582188,19.130182,8.689999,-41.20585,-16.168156,72,G#6
22,0.006921559,3774.1519981680663,2138.024680697945,6653.759765625,0.365234375,-506.71262,21.356133,-31.527288,25.24473,-15.704785,11.533269,-8.898336,-17.846502,-21.12498,17.868076,7.210537,-40.297142,-15.591816,72,G#6
23,0.007167827,3734.1575942861377,2094.7411402828893,6589.16015625,0.35205078125,-501.42682,23.136646,-30.610456,29.770632,-18.705317,9.327715,-9.948189,-17.858475,-22.304882,16.537779,7.9199853,-39.18165,-14.982212,72,G#6
24,0.0072945235,3716.40108788775,2033.5419177142517,6287.6953125,0.330078125,-511.2031,22.18026,-28.381931,31.84827,-15.089161,13.53164,-8.090539,-17.56916,-25.532793,15.657181,9.053,-40.461006,-12.38682,72,G#6
25,0.007202162,3792.024750557487,1979.6390182600903,6352.294921875,0.31103515625,-515.5428,20.865604,-30.145916,32.377384,-22.621012,12.0465975,-6.187705,-9.323983,-21.279335,15.47769,13.07951,-38.151962,-14.586414,72,G#6
26,0.007246271,3749.460333546841,1990.6670020347733,5986.23046875,0.302734375,-513.8008,20.016228,-34.594902,29.012257,-31.443493,5.156893,-10.744825,-8.060146,-19.96661,13.938562,12.1016655,-34.076633,-11.791391,72,G#6
27,0.007445378,3790.0953612618914,2030.5152557859892,6599.9267578125,0.30322265625,-516.9708,18.388718,-30.358452,31.384117,-25.811762,5.4980493,-12.966452,-12.514156,-18.513973,17.221315,11.625973,-35.649906,-8.298145,72,G#6
28,0.007933823,3782.6863342962697,2009.0358811940014,6589.16015625,0.3037109375,-517.23376,17.570328,-27.965488,28.668385,-24.781996,1.7498899,-12.462368,-12.070726,-18.779266,16.439724,8.377993,-38.915855,-13.591985,72,G#6
29,0.0084075015,3824.282970426166,2016.2766086860352,6610.693359375,0.30126953125,-513.1249,15.594154,-26.437708,29.437504,-23.79615,-1.6870924,-13.915854,-15.811251,-18.963284,16.707088,6.486029,-38.236416,-11.11788,72,G#6
30,0.008637377,3873.5783491633565,2041.1753062649802,6642.9931640625,0.3017578125,-516.10956,14.722262,-23.135796,31.948126,-21.045969,1.3145313,-7.656476,-17.145336,-18.966877,17.357578,7.550731,-37.68441,-12.23597,72,G#6
31,0.008499241,3835.43856833739,2036.3144562930095,6513.7939453125,0.30419921875,-508.96936,13.637752,-28.017525,32.00537,-20.553835,6.0223265,-7.536743,-18.479471,-21.633522,14.945468,6.585591,-36.94403,-13.266188,72,G#6
32,0.00838208,3765.523779993264,2036.0621841280652,6180.029296875,0.3037109375,-502.7904,16.07846,-31.96588,31.870008,-20.32827,8.23888,-7.3859773,-18.144886,-25.097683,12.429531,8.189869,-32.876858,-11.093612,72,G#6
33,0.008356551,3776.8690045103735,2016.9120039222767,6599.9267578125,0.3037109375,-505.91492,21.398159,-33.964012,30.12046,-25.175053,6.3130903,-7.576547,-13.691158,-27.432497,9.092514,2.4620037,-35.47746,-14.655889,72,G#6
34,0.008140851,3824.652205744579,2038.1509722854732,6632.2265625,0.30322265625,-507.1017,23.412487,-30.859016,30.673893,-23.72552,6.487398,-8.832771,-15.205107,-28.957422,9.678438,1.6426497,-33.562843,-11.813765,72,G#6
